product_id,product_name,category,price,product_url,description,front_image_url,model_image_url,additional_images
product_11,theRebelinme,Capris,₹1372,https://www.myntra.com/capris/therebelinme/therebelinme-plus-size-women-black-solid-capris/19382688/buy,"Black solid high-rise solid capris, has an elasticated waistband with slip-on closure, 5 pocket",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19382688/2022/9/9/a5a05c8e-d6d0-4ffc-9a75-068a841587e91662722008070-theRebelinme-Plus-Size-Women-Black-Solid-Capris-717166272200-4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19382688/2022/9/9/a970c743-d81f-4933-9825-bfe54511d0a21662722008137-theRebelinme-Plus-Size-Women-Black-Solid-Capris-717166272200-1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19382688/2022/9/9/0f8847cf-1ca5-4bac-8d9a-2325e0b0ac511662722008117-theRebelinme-Plus-Size-Women-Black-Solid-Capris-717166272200-2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19382688/2022/9/9/17d656fb-1fea-4edd-ac1c-442828e3dcca1662722008095-theRebelinme-Plus-Size-Women-Black-Solid-Capris-717166272200-3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19382688/2022/9/9/a5a05c8e-d6d0-4ffc-9a75-068a841587e91662722008070-theRebelinme-Plus-Size-Women-Black-Solid-Capris-717166272200-4.jpg"
product_12,Modeve,Capris,₹567,https://www.myntra.com/capris/modeve/modeve-women-pack-of-2-navy-blue--grey-capris/17318732/buy,"Navy blue and grey mid-rise solid capris, waistband with drawstring closure, 2 pockets",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17318732/2022/2/27/42123775-5fb2-4328-b434-5e06e3050b3a1645939315854ModeveWomenMultiCapris4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17318732/2022/2/27/4d90a5aa-9b60-498e-8ede-382fb0deb6721645939315880ModeveWomenMultiCapris1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17318732/2022/2/27/3017f39c-f9de-41ae-bd60-3674811e11491645939315871ModeveWomenMultiCapris2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17318732/2022/2/27/00eb7eb4-d678-4b5a-9097-129e8153edea1645939315862ModeveWomenMultiCapris3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17318732/2022/2/27/42123775-5fb2-4328-b434-5e06e3050b3a1645939315854ModeveWomenMultiCapris4.jpg"
product_13,SillyBoom,Capris,₹780,https://www.myntra.com/capris/sillyboom/sillyboom-women-black-maternity-capris/20773796/buy,"Black high-rise solid capris, waistband with slip-on closure, 2 pocket",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20773796/2022/11/16/e71ca503-bd3a-4d4c-97ac-65f67a161e561668593771506SillyBoomWomenBlackCapris4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20773796/2022/11/16/0785448a-e9fd-4c01-870d-45c190c7c39f1668593771462SillyBoomWomenBlackCapris1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20773796/2022/11/16/4d912f89-9af9-4528-acb5-c2f53101f6171668593771532SillyBoomWomenBlackCapris2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20773796/2022/11/16/757178cc-0b4c-4828-98e1-1fc2c877f0411668593771476SillyBoomWomenBlackCapris3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20773796/2022/11/16/e71ca503-bd3a-4d4c-97ac-65f67a161e561668593771506SillyBoomWomenBlackCapris4.jpg"
product_14,Kryptic,Capris,₹999,https://www.myntra.com/capris/kryptic/kryptic-women-pack-of-2-printed-cotton-capris/15197472/buy,Pack Of 2 Cotton pants with elasticated waist band has additional drawstring closure to facilitate exact fitting at waist. Comes with one side pocket on wearers right side.,,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197472/2021/9/1/e3a2a750-ef94-4a37-a253-d1c7a72c4d911630488478409-Kryptic-Women-Set-Of-2-Navy-Blue--Grey-Printed-Capris-951630-4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197472/2021/9/1/31af0feb-f54f-4251-a392-84802d79cc791630488478453-Kryptic-Women-Set-Of-2-Navy-Blue--Grey-Printed-Capris-951630-1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197472/2021/9/1/ec5e1e07-44f8-41f8-b1bb-fc2935c219831630488478431-Kryptic-Women-Set-Of-2-Navy-Blue--Grey-Printed-Capris-951630-2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197472/2021/9/1/4618e075-467f-4e58-89db-2db3857d65061630488478422-Kryptic-Women-Set-Of-2-Navy-Blue--Grey-Printed-Capris-951630-3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197472/2021/9/1/e3a2a750-ef94-4a37-a253-d1c7a72c4d911630488478409-Kryptic-Women-Set-Of-2-Navy-Blue--Grey-Printed-Capris-951630-4.jpg"
product_15,FEEL TRACK,Capris,MRP₹ 1199,https://www.myntra.com/capris/feel+track/feel-track-women-capris/32217419/buy,"Black mid-rise solid capris, waistband with drawstring closure, 2 pocket",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/4/uIR90ufm_01de885433f0499ca424efd82ea5f4ea.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/4/9Ldxbc6J_1c5171f330a04de7858eab0a970db278.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/4/dK8hgITK_6694930bf760486fb9501b8525e4b106.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/4/vIkxqg7r_c2d4b62380da49968d8f325ef842ba95.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/4/uIR90ufm_01de885433f0499ca424efd82ea5f4ea.jpg"
product_16,Jockey,Capris,MRP₹ 879,https://www.myntra.com/capris/jockey/jockey-super-combed-cotton-stretch-slim-fit-caprisoft-waistband-1391/22243958/buy,"Slim Fit
Coin Pocket Insert
Ultrasoft and Durable Waistband
Label Free for All Day Comfort",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22243958/2025/2/13/0fa10a73-b8cb-42ac-bb26-a0fd4f34b8de1739455576936-Jockey-Super-Combed-Cotton-Stretch-Slim-Fit-Caprisoft-Waistb-4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22243958/2025/2/13/176fc614-0ff0-4c74-beda-005ac2030b501739455577045-Jockey-Super-Combed-Cotton-Stretch-Slim-Fit-Caprisoft-Waistb-1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22243958/2025/2/13/78948624-1e96-4df6-84be-dba4be6d45481739455577008-Jockey-Super-Combed-Cotton-Stretch-Slim-Fit-Caprisoft-Waistb-2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22243958/2025/2/13/1334f1e6-3971-4aae-88bf-df586a8bb77d1739455576973-Jockey-Super-Combed-Cotton-Stretch-Slim-Fit-Caprisoft-Waistb-3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22243958/2025/2/13/0fa10a73-b8cb-42ac-bb26-a0fd4f34b8de1739455576936-Jockey-Super-Combed-Cotton-Stretch-Slim-Fit-Caprisoft-Waistb-4.jpg"
product_17,Mlada,Capris,₹1289,https://www.myntra.com/capris/mlada/mlada-cotton-regular-fit-high-waist-stretchable-capri/31786470/buy,"Pink regular fit high-rise solid capris, waistband with slip-on closure, 2 pocket",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/29/5WN5nujx_586b44867de54c35909eed2093854bc7.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/29/Ohn4Rlh9_e1f9f265e75a46a7a577b5a19cf1f617.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/29/DgomVJCY_f8c0af0c83674c5080fae2b5d1bfad1a.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/29/RWHgM0yO_b3c3a153f1ac44ae9275a80c65720fe1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/29/5WN5nujx_586b44867de54c35909eed2093854bc7.jpg"
product_18,DOMIN8,Capris,₹1399,https://www.myntra.com/capris/domin8/domin8-mid-rise-camouflage-printed-slim-fit-capris/28464450/buy,"Green, white and grey mid-rise printed capris, waistband with slip-on closure, 2 pocket",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464450/2024/3/23/1875e24f-856a-4fe5-87c6-304e5faf8eb21711193696416Domin8WomensCamouflageSlim-fitCapripantswithElasticatedwaist4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464450/2024/3/23/1d8fb6be-dfe6-4c24-b525-d4c8794b0bf71711193696457Domin8WomensCamouflageSlim-fitCapripantswithElasticatedwaist1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464450/2024/3/23/45b96606-d0a4-47d5-919d-1bf42f1a33c61711193696436Domin8WomensCamouflageSlim-fitCapripantswithElasticatedwaist2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464450/2024/3/23/2eed02a3-1dfa-4104-bfdd-cf2c1d5354681711193696447Domin8WomensCamouflageSlim-fitCapripantswithElasticatedwaist3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464450/2024/3/23/1875e24f-856a-4fe5-87c6-304e5faf8eb21711193696416Domin8WomensCamouflageSlim-fitCapripantswithElasticatedwaist4.jpg"
product_19,DOMIN8,Capris,₹1399,https://www.myntra.com/capris/domin8/domin8-mid-rise-abstract-printed-slim-fit-capris/28464448/buy,"Pink and white mid-rise printed capris, waistband with slip-on closure",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464448/2024/3/23/60bd9611-983a-4d1f-9178-086812d76a661711193697823Domin8WomensSlim-fitPrintedCapripantswithElasticatedwaistmes4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464448/2024/3/23/86e54ce8-6d71-4a2f-9a31-ab297f3033b91711193697914Domin8WomensSlim-fitPrintedCapripantswithElasticatedwaistmes1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464448/2024/3/23/f8d2d34b-4a6f-45d8-8b1c-8ae71a0e5ccb1711193697868Domin8WomensSlim-fitPrintedCapripantswithElasticatedwaistmes2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464448/2024/3/23/f6119ea7-babb-45d3-9e3d-88d6bb9f731f1711193697891Domin8WomensSlim-fitPrintedCapripantswithElasticatedwaistmes3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464448/2024/3/23/60bd9611-983a-4d1f-9178-086812d76a661711193697823Domin8WomensSlim-fitPrintedCapripantswithElasticatedwaistmes4.jpg"
product_20,theRebelinme,Capris,₹1372,https://www.myntra.com/capris/therebelinme/therebelinme-women-plus-size-cotton-high-rise-capris-/31888740/buy,"White high-rise solid capris, waistband with slip-on closure, 5 pocket
Plus Size Cotton Knitted Capri",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/DECEMBER/7/9olGPDkE_ccac2310d842459b874038c3c0190b2a.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/DECEMBER/7/1oyGYzXQ_0fe60769110340a499f47749846b488c.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/DECEMBER/7/ZmQp3ktw_ed93436aaf5649f8aa4d7d8e45ec12ac.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/DECEMBER/7/YSQFlTut_85a2f0a648014f33b4c274ae4401dea0.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/DECEMBER/7/9olGPDkE_ccac2310d842459b874038c3c0190b2a.jpg"
product_21,Jockey,Capris,MRP₹ 779,https://www.myntra.com/capris/jockey/jockey-super-combed-cotton-printed-stretch-slim-fit-capri-with-ultrasoft-waistband-rx66/22703718/buy,"Relaxed Fit
Convenient Side Pockets
Comfortable Waistband with Drawstrings
All Over Print Design
Label Free for All Day Comfort
Disclaimer - This product comes in a variety of prints. Image shown here is for representation only. Actual print may vary",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22703718/2024/1/29/c7bb5fae-e603-4717-b3d6-408e248c797b1706528259636JockeyWomenConversationalPrintedMidRiseCottonCapris4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22703718/2024/1/29/82d7a6d0-d114-4eaa-bd47-330f2703aa661706528259599JockeyWomenConversationalPrintedMidRiseCottonCapris1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22703718/2024/1/29/d604851d-4bb1-40df-9daf-51ab7d3d685f1706528259612JockeyWomenConversationalPrintedMidRiseCottonCapris2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22703718/2024/1/29/f30b90e9-9537-42b4-911f-1716ca581a471706528259624JockeyWomenConversationalPrintedMidRiseCottonCapris3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22703718/2024/1/29/c7bb5fae-e603-4717-b3d6-408e248c797b1706528259636JockeyWomenConversationalPrintedMidRiseCottonCapris4.jpg"
